,player,year,g,mp,per,bpm,vorp,class
1132,Ish Smith,2019-20,68.0,26.3,13.9,-1.3,0.3,average
1133,Tony Snell,2019-20,59.0,27.8,9.7,-1.8,0.1,average
1134,Omari Spellman,2019-20,49.0,18.1,14.4,-1.8,0.1,average
1135,Jeff Teague,2019-20,59.0,24.8,14.6,-1.5,0.2,average
1136,Garrett Temple,2019-20,62.0,27.9,10.5,-1.1,0.4,average
1137,Matisse Thybulle,2019-20,65.0,19.8,10.0,0.3,0.8,average
1138,Gary Trent Jr.,2019-20,61.0,21.8,12.9,-0.3,0.6,average
1139,P.J. Tucker,2019-20,72.0,34.3,8.3,-1.9,0.1,average
1140,Brad Wanamaker,2019-20,71.0,19.3,12.8,-0.6,0.5,average
1141,P.J. Washington,2019-20,58.0,30.3,12.4,-1.6,0.2,average
1142,Marvin Williams,2019-20,58.0,19.5,11.2,-0.6,0.4,average
1143,Thaddeus Young,2019-20,64.0,24.9,13.3,-1.2,0.3,average
1144,Nickeil Alexander-Walker,2020-21,46.0,21.9,12.5,-1.3,0.2,average
1145,Grayson Allen,2020-21,50.0,25.2,12.8,-0.2,0.6,average
1146,Carmelo Anthony,2020-21,69.0,24.5,14.6,-1.1,0.4,average
1147,Trevor Ariza,2020-21,30.0,28.0,11.9,-1.1,0.2,average
1148,D.J. Augustin,2020-21,57.0,19.8,12.1,-2.1,0.0,average
1149,Marvin Bagley III,2020-21,43.0,25.9,16.3,-3.1,-0.3,average
1150,Desmond Bane,2020-21,68.0,22.3,12.2,-0.8,0.5,average
1151,Will Barton,2020-21,56.0,31.0,11.8,-1.9,0.1,average
1152,Kent Bazemore,2020-21,67.0,19.9,10.6,-1.2,0.2,average
1153,DeAndre' Bembry,2020-21,51.0,19.1,11.2,-1.9,0.0,average
1154,Dāvis Bertāns,2020-21,57.0,25.7,11.4,-0.8,0.4,average
1155,Khem Birch,2020-21,67.0,22.8,15.1,-1.0,0.4,average
1156,Eric Bledsoe,2020-21,71.0,29.7,11.5,-2.0,0.0,average
1157,Sterling Brown,2020-21,51.0,24.1,11.1,-1.6,0.1,average
1158,Trey Burke,2020-21,62.0,14.7,12.6,-1.8,0.0,average
1159,Kentavious Caldwell-Pope,2020-21,67.0,28.4,10.7,-0.5,0.7,average
1160,Facundo Campazzo,2020-21,65.0,21.9,11.6,-0.6,0.5,average
1161,Alex Caruso,2020-21,58.0,21.0,11.1,0.0,0.6,average
1162,Willie Cauley-Stein,2020-21,53.0,17.1,14.3,-1.3,0.2,average
1163,Pat Connaughton,2020-21,69.0,22.8,11.3,0.0,0.8,average
1164,Terence Davis,2020-21,61.0,17.6,12.7,-1.7,0.1,average
1165,Hamidou Diallo,2020-21,52.0,23.6,14.3,-2.1,0.0,average
1166,Goran Dragić,2020-21,50.0,26.7,13.0,-2.3,-0.1,average
1167,Anthony Edwards,2020-21,72.0,32.1,13.9,-2.1,-0.1,average
1168,Wayne Ellington,2020-21,46.0,22.0,12.2,-0.2,0.5,average
1169,James Ennis III,2020-21,41.0,24.0,12.5,-2.2,-0.1,average
1170,Bryn Forbes,2020-21,70.0,19.3,12.8,-1.3,0.2,average
1171,Darius Garland,2020-21,54.0,33.1,14.2,-2.1,-0.1,average
1172,JaMychal Green,2020-21,58.0,19.3,13.6,-1.5,0.1,average
1173,Blake Griffin,2020-21,46.0,25.8,12.9,-0.8,0.3,average
1174,Josh Hart,2020-21,47.0,28.7,12.2,-0.8,0.4,average
1175,Tyler Herro,2020-21,54.0,30.3,13.3,-1.3,0.3,average
1176,Justin Holiday,2020-21,72.0,30.3,10.4,-1.0,0.6,average
1177,Talen Horton-Tucker,2020-21,65.0,20.1,12.9,-1.2,0.3,average
1178,Dwight Howard,2020-21,69.0,17.3,17.8,-1.5,0.1,average
1179,Andre Iguodala,2020-21,63.0,21.3,9.2,-0.4,0.5,average
1180,Cameron Johnson,2020-21,60.0,24.0,11.8,-0.2,0.7,average
1181,James Johnson,2020-21,51.0,20.5,11.4,-1.2,0.2,average
1182,Keldon Johnson,2020-21,69.0,28.5,13.8,-1.6,0.2,average
1183,Derrick Jones Jr.,2020-21,58.0,22.7,11.9,-1.4,0.2,average
1184,Cory Joseph,2020-21,63.0,23.0,12.5,-1.8,0.1,average
1185,Luke Kennard,2020-21,63.0,19.6,12.7,-0.2,0.6,average
1186,Maxi Kleber,2020-21,50.0,26.8,10.6,0.0,0.7,average
1187,Furkan Korkmaz,2020-21,55.0,19.3,12.8,-0.1,0.5,average
1188,Damion Lee,2020-21,57.0,18.9,11.8,0.2,0.6,average
1189,Alex Len,2020-21,64.0,15.3,16.4,-0.1,0.5,average
1190,Kevon Looney,2020-21,61.0,19.0,11.9,-0.9,0.3,average
1191,Robin Lopez,2020-21,71.0,19.1,16.7,-1.0,0.4,average
1192,Terance Mann,2020-21,67.0,18.9,13.8,-0.2,0.6,average
1193,Kenyon Martin Jr.,2020-21,45.0,23.7,14.6,-1.8,0.0,average
1194,Garrison Mathews,2020-21,64.0,16.2,9.7,-1.8,0.1,average
1195,Tyrese Maxey,2020-21,61.0,15.3,14.5,-1.5,0.1,average
1196,Jordan McLaughlin,2020-21,51.0,18.4,12.0,-1.7,0.1,average
1197,Patty Mills,2020-21,68.0,24.8,11.8,-1.2,0.4,average
1198,Shake Milton,2020-21,63.0,23.2,14.6,-1.6,0.1,average
1199,Malik Monk,2020-21,42.0,20.9,13.6,-1.8,0.0,average
1200,Mychal Mulder,2020-21,60.0,12.8,10.8,-1.8,0.0,average
1201,Raul Neto,2020-21,64.0,21.9,13.0,-0.6,0.5,average
1202,Georges Niang,2020-21,72.0,16.0,11.4,-0.3,0.5,average
1203,Chuma Okeke,2020-21,45.0,25.2,11.8,-1.5,0.1,average
1204,Victor Oladipo,2020-21,33.0,32.7,14.3,-1.7,0.1,average
1205,Kelly Oubre Jr.,2020-21,55.0,30.7,13.3,-1.9,0.0,average
1206,Taurean Prince,2020-21,41.0,22.1,12.1,-1.8,0.0,average
1207,Payton Pritchard,2020-21,66.0,19.2,12.4,-0.7,0.4,average
1208,Josh Richardson,2020-21,59.0,30.3,11.9,-1.7,0.1,average
1209,Terrence Ross,2020-21,46.0,29.3,13.2,-2.3,-0.1,average
1210,Ricky Rubio,2020-21,68.0,26.1,13.5,-1.9,0.0,average
1211,Dario Šarić,2020-21,50.0,17.4,14.3,-2.0,0.0,average
1212,Tomáš Satoranský,2020-21,58.0,22.5,13.8,-0.5,0.5,average
1213,Anfernee Simons,2020-21,64.0,17.3,12.3,-1.0,0.3,average
1214,Ish Smith,2020-21,44.0,21.0,11.6,-1.5,0.1,average
1215,Tony Snell,2020-21,47.0,21.1,9.5,-0.5,0.4,average
1216,Isaiah Stewart,2020-21,68.0,21.4,16.4,-1.1,0.3,average
1217,Jae'Sean Tate,2020-21,70.0,29.2,13.8,-1.4,0.3,average
1218,Jeff Teague,2020-21,55.0,17.3,12.3,-2.2,-0.1,average
1219,Tristan Thompson,2020-21,54.0,23.8,14.2,-2.5,-0.2,average
1220,Xavier Tillman Sr.,2020-21,59.0,18.4,14.7,-0.2,0.5,average
1221,Obi Toppin,2020-21,62.0,11.0,12.7,-0.7,0.2,average
1222,Gary Trent Jr.,2020-21,58.0,31.1,12.1,-2.3,-0.1,average
1223,Devin Vassell,2020-21,62.0,17.0,10.6,-1.5,0.1,average
1224,Dean Wade,2020-21,63.0,19.2,11.3,-1.3,0.2,average
1225,Coby White,2020-21,69.0,31.2,12.0,-2.4,-0.2,average
1226,Kenrich Williams,2020-21,66.0,21.6,14.0,-0.7,0.4,average
1227,Lou Williams,2020-21,66.0,21.6,14.0,-2.5,-0.2,average
1228,Patrick Williams,2020-21,71.0,27.9,10.5,-2.4,-0.2,average
1229,Arron Afflalo,2016-17,61.0,25.9,8.9,-3.6,-0.7,below average
1230,D.J. Augustin,2016-17,78.0,19.7,11.0,-3.0,-0.4,below average
1231,Luke Babbitt,2016-17,68.0,15.7,8.3,-2.0,0.0,below average
1232,Ron Baker,2016-17,52.0,16.5,7.5,-4.7,-0.6,below average
1233,Leandro Barbosa,2016-17,67.0,14.4,11.5,-2.5,-0.1,below average
1234,Bismack Biyombo,2016-17,81.0,22.1,12.2,-3.2,-0.6,below average
1235,Corey Brewer,2016-17,82.0,15.6,9.1,-2.7,-0.2,below average
1236,Aaron Brooks,2016-17,65.0,13.8,9.5,-3.7,-0.4,below average
1237,Jaylen Brown,2016-17,78.0,17.2,10.3,-3.7,-0.6,below average
1238,Trey Burke,2016-17,57.0,12.3,10.8,-3.0,-0.2,below average
1239,Michael Carter-Williams,2016-17,45.0,18.8,9.9,-3.2,-0.3,below average
1240,Semaj Christon,2016-17,64.0,15.2,5.7,-5.1,-0.8,below average
1241,Ed Davis,2016-17,46.0,17.2,11.5,-4.1,-0.4,below average
1242,Malcolm Delaney,2016-17,73.0,17.1,7.5,-5.6,-1.1,below average
1243,Matthew Dellavedova,2016-17,76.0,26.1,9.4,-4.2,-1.1,below average
1244,Boris Diaw,2016-17,73.0,17.6,9.0,-2.5,-0.1,below average
1245,Kris Dunn,2016-17,78.0,17.1,8.1,-2.8,-0.3,below average
1246,Monta Ellis,2016-17,74.0,27.0,9.9,-2.9,-0.5,below average
1247,Tyler Ennis,2016-17,53.0,11.1,10.9,-3.2,-0.2,below average
1248,Dante Exum,2016-17,66.0,18.6,8.5,-3.3,-0.4,below average
1249,Dorian Finney-Smith,2016-17,81.0,20.3,7.7,-2.6,-0.3,below average
1250,Randy Foye,2016-17,69.0,18.6,7.3,-4.4,-0.8,below average
1251,Tim Frazier,2016-17,65.0,23.5,12.4,-2.7,-0.3,below average
1252,Jeff Green,2016-17,69.0,22.2,10.5,-3.6,-0.6,below average
1253,Joe Harris,2016-17,52.0,21.9,9.0,-3.5,-0.4,below average
1254,Andrew Harrison,2016-17,72.0,20.5,8.7,-3.4,-0.5,below average
1255,Gerald Henderson,2016-17,72.0,23.2,10.8,-3.1,-0.5,below average
1256,Mario Hezonja,2016-17,65.0,14.8,7.2,-5.0,-0.7,below average
1257,Solomon Hill,2016-17,80.0,29.7,8.0,-2.7,-0.4,below average
1258,Brandon Ingram,2016-17,79.0,28.8,8.5,-4.4,-1.4,below average
1259,Richard Jefferson,2016-17,79.0,20.4,8.3,-3.1,-0.4,below average
1260,Jonas Jerebko,2016-17,78.0,15.8,9.3,-2.4,-0.1,below average
1261,Stanley Johnson,2016-17,77.0,17.8,7.2,-3.0,-0.3,below average
1262,Wesley Johnson,2016-17,68.0,11.9,8.4,-2.0,0.0,below average
1263,Brandon Knight,2016-17,54.0,21.1,12.4,-2.8,-0.2,below average
1264,Meyers Leonard,2016-17,74.0,16.5,8.9,-3.3,-0.4,below average
1265,DeAndre Liggins,2016-17,62.0,12.5,7.5,-2.2,0.0,below average
1266,Shaun Livingston,2016-17,76.0,17.7,10.1,-2.5,-0.2,below average
1267,Timothé Luwawu-Cabarrot,2016-17,69.0,17.2,8.5,-4.6,-0.8,below average
1268,Trey Lyles,2016-17,71.0,16.3,9.9,-2.2,-0.1,below average
1269,Shelvin Mack,2016-17,55.0,21.9,10.9,-2.3,-0.1,below average
1270,Patrick McCaw,2016-17,71.0,15.1,8.6,-2.4,-0.1,below average
1271,Ben McLemore,2016-17,61.0,19.3,9.8,-4.2,-0.6,below average
1272,Anthony Morrow,2016-17,49.0,14.6,10.1,-2.3,0.0,below average
1273,Timofey Mozgov,2016-17,54.0,20.4,12.3,-4.3,-0.7,below average
1274,Emmanuel Mudiay,2016-17,55.0,25.6,10.9,-3.2,-0.4,below average
1275,Kelly Oubre Jr.,2016-17,79.0,20.3,9.1,-3.2,-0.5,below average
1276,Jakob Poeltl,2016-17,54.0,11.6,12.2,-3.1,-0.2,below average
1277,Taurean Prince,2016-17,59.0,16.6,9.8,-1.8,0.0,below average
1278,Sergio Rodríguez,2016-17,68.0,22.3,11.1,-2.7,-0.3,below average
1279,Brandon Rush,2016-17,47.0,21.9,6.6,-2.5,-0.1,below average
1280,Domantas Sabonis,2016-17,81.0,20.1,6.9,-4.5,-1.0,below average
1281,Tomáš Satoranský,2016-17,57.0,12.6,8.5,-2.4,-0.1,below average
1282,Ramon Sessions,2016-17,50.0,16.2,12.4,-2.4,-0.1,below average
1283,Iman Shumpert,2016-17,76.0,25.5,9.0,-2.3,-0.1,below average
1284,Pascal Siakam,2016-17,55.0,15.6,11.5,-2.4,-0.1,below average
1285,Jonathon Simmons,2016-17,78.0,17.8,9.9,-2.6,-0.2,below average
1286,J.R. Smith,2016-17,41.0,29.0,8.1,-2.1,0.0,below average
1287,Nik Stauskas,2016-17,80.0,27.4,9.0,-2.8,-0.5,below average
1288,Mirza Teletović,2016-17,70.0,16.2,8.8,-3.8,-0.5,below average
1289,Lance Thomas,2016-17,46.0,21.0,8.4,-3.5,-0.4,below average
1290,Hollis Thompson,2016-17,40.0,18.8,7.9,-2.6,-0.1,below average
1291,Denzel Valentine,2016-17,57.0,17.1,7.3,-3.3,-0.3,below average
1292,Noah Vonleh,2016-17,74.0,17.1,10.8,-3.9,-0.6,below average
1293,C.J. Watson,2016-17,62.0,16.3,9.3,-3.6,-0.4,below average
1294,Isaiah Whitehead,2016-17,73.0,22.5,7.6,-5.1,-1.3,below average
1295,Derrick Williams,2016-17,50.0,16.1,10.6,-2.9,-0.2,below average
1296,Quincy Acy,2017-18,70.0,19.4,8.2,-2.5,-0.2,below average
1297,Luke Babbitt,2017-18,50.0,14.3,9.8,-2.4,-0.1,below average
1298,Jerryd Bayless,2017-18,39.0,23.7,7.5,-2.8,-0.2,below average
1299,Aron Baynes,2017-18,81.0,18.3,12.0,-2.9,-0.3,below average
1300,Malik Beasley,2017-18,62.0,9.4,9.0,-3.8,-0.3,below average
1301,Dragan Bender,2017-18,82.0,25.2,7.1,-3.7,-0.9,below average
1302,Avery Bradley,2017-18,46.0,31.2,9.6,-4.0,-0.7,below average
1303,Dillon Brooks,2017-18,82.0,28.7,9.8,-4.0,-1.2,below average
1304,Sterling Brown,2017-18,54.0,14.4,9.1,-3.1,-0.2,below average
1305,Mario Chalmers,2017-18,66.0,21.5,10.4,-3.2,-0.4,below average
1306,Marquese Chriss,2017-18,72.0,21.2,11.1,-2.8,-0.3,below average
1307,Ian Clark,2017-18,74.0,19.7,9.4,-3.5,-0.6,below average
1308,Zach Collins,2017-18,66.0,15.8,7.5,-4.3,-0.6,below average
1309,Jae Crowder,2017-18,80.0,26.1,10.4,-2.5,-0.3,below average
1310,Troy Daniels,2017-18,79.0,20.5,9.8,-2.6,-0.3,below average
1311,Sam Dekker,2017-18,73.0,12.1,11.5,-2.9,-0.2,below average
1312,Malcolm Delaney,2017-18,54.0,18.8,10.6,-2.6,-0.1,below average
1313,Tyler Dorsey,2017-18,56.0,17.4,10.0,-2.9,-0.2,below average
1314,Jared Dudley,2017-18,48.0,14.3,8.8,-2.5,-0.1,below average
1315,Tyler Ennis,2017-18,54.0,12.6,11.1,-2.1,0.0,below average
1316,Cristiano Felício,2017-18,55.0,17.8,12.5,-3.9,-0.5,below average
1317,Terrance Ferguson,2017-18,61.0,12.5,7.4,-3.3,-0.3,below average
1318,Bryn Forbes,2017-18,80.0,19.0,9.1,-3.1,-0.4,below average
1319,De'Aaron Fox,2017-18,73.0,27.8,11.2,-4.2,-1.1,below average
1320,Treveon Graham,2017-18,63.0,16.7,9.0,-2.7,-0.2,below average
1321,Josh Huestis,2017-18,69.0,14.2,5.4,-3.9,-0.5,below average
1322,Wes Iwundu,2017-18,62.0,16.5,7.8,-4.3,-0.6,below average
1323,Jarrett Jack,2017-18,62.0,25.0,11.5,-2.8,-0.3,below average
1324,Josh Jackson,2017-18,77.0,25.4,11.8,-4.2,-1.1,below average
1325,Justin Jackson,2017-18,68.0,22.1,9.2,-3.5,-0.6,below average
1326,Joe Johnson,2017-18,55.0,21.9,8.1,-2.9,-0.3,below average
1327,Stanley Johnson,2017-18,69.0,27.4,9.0,-2.9,-0.4,below average
1328,Sean Kilpatrick,2017-18,52.0,12.3,11.6,-2.8,-0.1,below average
1329,DeAndre Liggins,2017-18,58.0,12.5,6.0,-2.5,-0.1,below average
1330,Shaun Livingston,2017-18,71.0,15.9,11.6,-3.1,-0.3,below average
1331,Timothé Luwawu-Cabarrot,2017-18,52.0,15.5,7.0,-4.1,-0.4,below average
1332,Ian Mahinmi,2017-18,77.0,14.9,12.2,-4.4,-0.7,below average
1333,Thon Maker,2017-18,74.0,16.7,10.2,-3.5,-0.5,below average
1334,Jarell Martin,2017-18,73.0,22.8,10.5,-4.0,-0.8,below average
1335,Patrick McCaw,2017-18,57.0,16.9,7.4,-4.1,-0.5,below average
1336,Ben McLemore,2017-18,56.0,19.5,9.7,-3.9,-0.5,below average
1337,Malik Monk,2017-18,63.0,13.6,10.3,-3.4,-0.3,below average
1338,Emmanuel Mudiay,2017-18,64.0,19.5,11.5,-3.9,-0.6,below average
1339,Jameer Nelson,2017-18,50.0,20.3,8.1,-3.3,-0.3,below average
1340,Frank Ntilikina,2017-18,78.0,21.9,7.0,-5.0,-1.3,below average
1341,Semi Ojeleye,2017-18,73.0,15.8,4.6,-4.7,-0.8,below average
1342,Cedi Osman,2017-18,61.0,11.0,11.0,-2.9,-0.1,below average
1343,Tony Parker,2017-18,55.0,19.5,12.7,-3.3,-0.3,below average
1344,Brandon Paul,2017-18,64.0,9.0,7.4,-3.5,-0.2,below average
1345,Miles Plumlee,2017-18,55.0,16.7,10.6,-3.8,-0.4,below average
1346,Norman Powell,2017-18,70.0,15.2,8.5,-2.9,-0.3,below average
1347,Jonathon Simmons,2017-18,69.0,29.4,12.7,-3.1,-0.5,below average
1348,J.R. Smith,2017-18,80.0,28.1,8.4,-3.0,-0.6,below average
1349,Tony Snell,2017-18,75.0,27.4,8.5,-2.3,-0.1,below average
1350,Isaiah Taylor,2017-18,67.0,17.4,10.9,-4.4,-0.7,below average
1351,Garrett Temple,2017-18,65.0,24.8,10.2,-2.5,-0.2,below average
1352,Jason Terry,2017-18,51.0,16.0,8.1,-2.0,0.0,below average
1353,Isaiah Thomas,2017-18,32.0,26.9,12.6,-4.9,-0.6,below average
1354,Lance Thomas,2017-18,73.0,18.5,6.3,-3.7,-0.6,below average
1355,Tristan Thompson,2017-18,53.0,20.2,13.6,-2.9,-0.2,below average
1356,Sindarius Thornwell,2017-18,73.0,15.8,8.2,-2.4,-0.1,below average
1357,Evan Turner,2017-18,79.0,25.7,9.9,-2.5,-0.3,below average
1358,Tyler Ulis,2017-18,71.0,23.4,10.1,-4.4,-1.0,below average
1359,Dion Waiters,2017-18,30.0,30.6,10.5,-3.5,-0.4,below average
1360,Tyrone Wallace,2017-18,30.0,28.4,10.1,-3.5,-0.3,below average
1361,C.J. Williams,2017-18,38.0,18.6,9.5,-2.1,0.0,below average
1362,Joe Young,2017-18,53.0,10.5,10.1,-3.5,-0.2,below average
1363,Nick Young,2017-18,80.0,17.4,10.0,-3.5,-0.5,below average
1364,OG Anunoby,2018-19,67.0,20.2,9.8,-2.4,-0.1,below average
1365,Dwayne Bacon,2018-19,43.0,17.7,11.7,-3.7,-0.3,below average
1366,Dragan Bender,2018-19,46.0,18.0,9.5,-4.1,-0.5,below average
1367,Antonio Blakeney,2018-19,57.0,14.5,10.6,-5.2,-0.7,below average
1368,Avery Bradley,2018-19,63.0,30.2,7.6,-3.7,-0.8,below average
1369,Bruce Brown,2018-19,74.0,19.6,6.9,-3.3,-0.5,below average
1370,Troy Brown Jr.,2018-19,52.0,14.0,11.1,-2.7,-0.1,below average
1371,Wilson Chandler,2018-19,51.0,23.1,8.5,-2.8,-0.2,below average
1372,Ian Clark,2018-19,60.0,16.2,8.3,-5.1,-0.8,below average
1373,Allen Crabbe,2018-19,43.0,26.3,7.7,-2.8,-0.2,below average
1374,Jamal Crawford,2018-19,64.0,18.9,11.7,-3.9,-0.6,below average
1375,Troy Daniels,2018-19,51.0,14.9,9.8,-3.7,-0.3,below average
1376,Matthew Dellavedova,2018-19,48.0,16.9,11.1,-4.4,-0.5,below average
1377,Tyler Dorsey,2018-19,48.0,14.5,11.2,-3.5,-0.3,below average
1378,Damyean Dotson,2018-19,73.0,27.5,10.8,-2.6,-0.3,below average
1379,Jared Dudley,2018-19,59.0,20.7,7.8,-1.8,0.1,below average
1380,Tyreke Evans,2018-19,69.0,20.3,11.5,-2.7,-0.2,below average
1381,Cristiano Felício,2018-19,60.0,12.4,13.4,-4.1,-0.4,below average
1382,Terrance Ferguson,2018-19,74.0,26.1,6.4,-3.8,-0.9,below average
1383,Harry Giles,2018-19,58.0,14.1,14.4,-3.0,-0.2,below average
1384,Devonte' Graham,2018-19,46.0,14.7,10.3,-4.0,-0.3,below average
1385,Devin Harris,2018-19,68.0,15.8,10.7,-2.2,-0.1,below average
1386,Mario Hezonja,2018-19,58.0,20.8,10.8,-3.8,-0.5,below average
1387,Solomon Hill,2018-19,44.0,20.0,6.8,-3.6,-0.3,below average
1388,Rondae Hollis-Jefferson,2018-19,59.0,20.9,12.5,-2.6,-0.2,below average
1389,Kevin Huerter,2018-19,75.0,27.3,10.1,-2.4,-0.2,below average
1390,Chandler Hutchison,2018-19,44.0,20.3,8.8,-3.9,-0.4,below average
1391,Wes Iwundu,2018-19,68.0,18.1,8.7,-3.2,-0.4,below average
1392,Frank Jackson,2018-19,61.0,19.2,9.4,-4.6,-0.8,below average
1393,Josh Jackson,2018-19,79.0,25.2,10.6,-4.6,-1.3,below average
1394,Stanley Johnson,2018-19,66.0,18.3,9.6,-2.2,0.0,below average
1395,Kevin Knox,2018-19,75.0,28.8,8.7,-5.7,-2.0,below average
1396,Rodions Kurucs,2018-19,63.0,20.5,11.0,-2.6,-0.2,below average
1397,Shelvin Mack,2018-19,57.0,21.9,10.4,-3.0,-0.3,below average
1398,Rodney McGruder,2018-19,66.0,23.5,9.4,-2.3,-0.1,below average
1399,Alfonzo McKinnie,2018-19,72.0,13.9,11.2,-3.5,-0.4,below average
1400,De'Anthony Melton,2018-19,50.0,19.7,9.9,-2.7,-0.2,below average
1401,C.J. Miles,2018-19,53.0,16.2,9.0,-2.9,-0.2,below average
1402,Darius Miller,2018-19,69.0,25.5,8.4,-2.9,-0.4,below average
1403,Malik Monk,2018-19,73.0,17.2,11.8,-3.0,-0.3,below average
1404,Markieff Morris,2018-19,58.0,21.9,11.7,-2.7,-0.2,below average
1405,Abdel Nader,2018-19,61.0,11.4,8.8,-3.2,-0.2,below average
1406,Dirk Nowitzki,2018-19,51.0,15.6,9.6,-3.9,-0.4,below average
1407,Semi Ojeleye,2018-19,56.0,10.6,8.5,-4.0,-0.3,below average
1408,Elie Okobo,2018-19,53.0,18.1,7.6,-5.7,-0.9,below average
1409,Josh Okogie,2018-19,74.0,23.7,9.4,-3.1,-0.5,below average
1410,Cedi Osman,2018-19,76.0,32.2,11.5,-3.2,-0.8,below average
1411,Patrick Patterson,2018-19,63.0,13.7,8.1,-2.5,-0.1,below average
1412,Cameron Payne,2018-19,40.0,17.8,11.5,-3.0,-0.2,below average
1413,Chasson Randle,2018-19,49.0,15.2,9.9,-4.0,-0.4,below average
1414,Austin Rivers,2018-19,76.0,26.7,7.7,-4.3,-1.1,below average
1415,Glenn Robinson III,2018-19,47.0,13.0,8.7,-3.0,-0.2,below average
1416,Mike Scott,2018-19,79.0,17.7,8.6,-2.5,-0.2,below average
1417,Wayne Selden,2018-19,75.0,19.2,8.3,-5.4,-1.2,below average
1418,Collin Sexton,2018-19,82.0,31.8,12.0,-4.7,-1.8,below average
1419,Jonathon Simmons,2018-19,56.0,19.0,8.5,-4.2,-0.6,below average
1420,Garrett Temple,2018-19,75.0,27.2,8.5,-2.8,-0.4,below average
1421,Anthony Tolliver,2018-19,65.0,16.6,8.6,-2.4,-0.1,below average
1422,Allonzo Trier,2018-19,64.0,22.8,12.2,-3.1,-0.4,below average
1423,Andrew Wiggins,2018-19,73.0,34.8,12.4,-3.0,-0.6,below average
1424,Kenrich Williams,2018-19,46.0,23.5,9.7,-1.9,0.0,below average
1425,D.J. Wilson,2018-19,48.0,18.4,10.3,-2.2,0.0,below average
1426,Carmelo Anthony,2019-20,58.0,32.8,12.4,-3.6,-0.8,below average
1427,Ryan Arcidiacono,2019-20,58.0,16.0,9.0,-2.8,-0.2,below average
1428,RJ Barrett,2019-20,56.0,30.4,10.7,-4.3,-1.0,below average
1429,Kent Bazemore,2019-20,68.0,24.8,9.3,-3.0,-0.5,below average
1430,Marco Belinelli,2019-20,57.0,15.5,10.8,-2.7,-0.2,below average
1431,DeAndre' Bembry,2019-20,43.0,21.3,9.6,-2.5,-0.1,below average
1432,Khem Birch,2019-20,48.0,19.2,11.7,-2.4,-0.1,below average
1433,Isaac Bonga,2019-20,66.0,18.9,10.2,-2.8,-0.3,below average
1434,Ky Bowman,2019-20,45.0,22.6,9.1,-4.3,-0.6,below average
1435,Avery Bradley,2019-20,49.0,24.2,8.9,-2.5,-0.2,below average
1436,Dillon Brooks,2019-20,73.0,28.9,11.3,-4.1,-1.1,below average
1437,Sterling Brown,2019-20,52.0,14.8,9.5,-2.0,0.0,below average
1438,Vince Carter,2019-20,60.0,14.6,7.5,-4.3,-0.5,below average
1439,Torrey Craig,2019-20,58.0,18.5,10.8,-2.3,-0.1,below average
1440,Jarrett Culver,2019-20,63.0,23.9,9.6,-4.0,-0.8,below average
1441,Matthew Dellavedova,2019-20,57.0,14.4,8.1,-5.2,-0.7,below average
1442,Hamidou Diallo,2019-20,46.0,19.5,9.3,-3.9,-0.4,below average
1443,James Ennis III,2019-20,69.0,18.3,11.5,-2.6,-0.2,below average
1444,Terrance Ferguson,2019-20,56.0,22.4,3.7,-4.5,-0.8,below average
1445,Bruno Fernando,2019-20,56.0,12.7,11.9,-4.1,-0.4,below average
1446,Bryn Forbes,2019-20,63.0,25.1,11.1,-2.7,-0.3,below average
1447,Darius Garland,2019-20,59.0,30.9,8.5,-5.5,-1.7,below average
1448,Eric Gordon,2019-20,36.0,28.2,10.3,-3.9,-0.5,below average
1449,Treveon Graham,2019-20,55.0,16.9,6.6,-5.6,-0.8,below average
1450,Rui Hachimura,2019-20,48.0,30.1,13.5,-3.2,-0.4,below average
1451,Gary Harris,2019-20,56.0,31.8,9.7,-2.5,-0.2,below average
1452,Juancho Hernangómez,2019-20,48.0,17.4,10.4,-3.4,-0.3,below average
1453,Mario Hezonja,2019-20,53.0,16.4,9.5,-2.9,-0.2,below average
1454,De'Andre Hunter,2019-20,63.0,32.0,8.6,-4.7,-1.4,below average
1455,Wes Iwundu,2019-20,52.0,18.3,10.3,-2.6,-0.2,below average
1456,Frank Jackson,2019-20,59.0,13.5,9.1,-5.5,-0.7,below average
1457,Justin Jackson,2019-20,65.0,16.1,9.5,-3.4,-0.4,below average
1458,Tyler Johnson,2019-20,39.0,18.2,10.1,-2.9,-0.2,below average
1459,Kevin Knox,2019-20,65.0,17.9,8.3,-4.2,-0.7,below average
1460,Rodions Kurucs,2019-20,47.0,14.6,8.9,-2.8,-0.1,below average
1461,Robin Lopez,2019-20,66.0,14.5,10.2,-2.6,-0.2,below average
1462,Timothé Luwawu-Cabarrot,2019-20,47.0,18.1,11.0,-2.2,-0.1,below average
1463,Cody Martin,2019-20,48.0,18.8,10.5,-2.1,0.0,below average
1464,Patrick McCaw,2019-20,37.0,24.5,7.3,-1.8,0.0,below average
1465,Rodney McGruder,2019-20,56.0,15.6,6.7,-3.0,-0.2,below average
1466,E'Twaun Moore,2019-20,56.0,18.2,11.3,-2.7,-0.2,below average
1467,Frank Ntilikina,2019-20,57.0,20.8,9.8,-3.2,-0.4,below average
1468,Semi Ojeleye,2019-20,69.0,14.7,7.7,-1.7,0.1,below average
1469,Elie Okobo,2019-20,55.0,13.1,10.6,-1.9,0.0,below average
